model_id,kd_steps,leaf_task,selected_rows,nonempty_responses,empty_responses,correct,fixed_denominator_accuracy_percent
architecture_05357c1774af922e,256,moving_count,8,8,0,3,37.5
architecture_05357c1774af922e,256,moving_direction,8,8,0,4,50.0
architecture_05357c1774af922e,256,object_existence,8,8,0,5,62.5
architecture_05357c1774af922e,256,object_interaction,8,8,0,4,50.0
architecture_05357c1774af922e,256,object_shuffle,8,8,0,1,12.5
architecture_05357c1774af922e,256,scene_transition,8,8,0,5,62.5
architecture_05357c1774af922e,256,state_change,8,8,0,3,37.5
architecture_05357c1774af922e,256,unexpected_action,8,8,0,7,87.5
architecture_05357c1774af922e,64,action_antonym,8,8,0,3,37.5
architecture_05357c1774af922e,64,action_count,8,8,0,2,25.0
architecture_05357c1774af922e,64,action_localization,8,8,0,4,50.0
architecture_05357c1774af922e,64,action_prediction,8,8,0,3,37.5
architecture_05357c1774af922e,64,action_sequence,8,8,0,3,37.5
architecture_05357c1774af922e,64,character_order,8,8,0,1,12.5
architecture_05357c1774af922e,64,counterfactual_inference,8,8,0,2,25.0
architecture_05357c1774af922e,64,egocentric_navigation,8,8,0,2,25.0
architecture_05357c1774af922e,64,episodic_reasoning,8,8,0,3,37.5
architecture_05357c1774af922e,64,fine_grained_action,8,8,0,2,25.0
architecture_05357c1774af922e,64,fine_grained_pose,8,8,0,3,37.5
architecture_05357c1774af922e,64,moving_attribute,8,8,0,6,75.0
architecture_05357c1774af922e,64,moving_count,8,8,0,3,37.5
architecture_05357c1774af922e,64,moving_direction,8,8,0,4,50.0
architecture_05357c1774af922e,64,object_existence,8,8,0,5,62.5
architecture_05357c1774af922e,64,object_interaction,8,8,0,6,75.0
architecture_05357c1774af922e,64,object_shuffle,8,8,0,1,12.5
architecture_05357c1774af922e,64,scene_transition,8,8,0,5,62.5
architecture_05357c1774af922e,64,state_change,8,8,0,3,37.5
architecture_05357c1774af922e,64,unexpected_action,8,8,0,7,87.5
architecture_2a343aec3100a1b4,128,action_antonym,8,8,0,6,75.0
architecture_2a343aec3100a1b4,128,action_count,8,8,0,3,37.5
architecture_2a343aec3100a1b4,128,action_localization,8,8,0,5,62.5
architecture_2a343aec3100a1b4,128,action_prediction,8,8,0,5,62.5
architecture_2a343aec3100a1b4,128,action_sequence,8,8,0,3,37.5
architecture_2a343aec3100a1b4,128,character_order,8,8,0,2,25.0
architecture_2a343aec3100a1b4,128,counterfactual_inference,8,8,0,1,12.5
architecture_2a343aec3100a1b4,128,egocentric_navigation,8,8,0,1,12.5
architecture_2a343aec3100a1b4,128,episodic_reasoning,8,8,0,1,12.5
architecture_2a343aec3100a1b4,128,fine_grained_action,8,8,0,3,37.5
architecture_2a343aec3100a1b4,128,fine_grained_pose,8,8,0,2,25.0
architecture_2a343aec3100a1b4,128,moving_attribute,8,8,0,6,75.0
architecture_2a343aec3100a1b4,128,moving_count,8,8,0,3,37.5
architecture_2a343aec3100a1b4,128,moving_direction,8,8,0,3,37.5
architecture_2a343aec3100a1b4,128,object_existence,8,8,0,2,25.0
architecture_2a343aec3100a1b4,128,object_interaction,8,8,0,5,62.5
architecture_2a343aec3100a1b4,128,object_shuffle,8,8,0,2,25.0
architecture_2a343aec3100a1b4,128,scene_transition,8,8,0,4,50.0
architecture_2a343aec3100a1b4,128,state_change,8,8,0,3,37.5
architecture_2a343aec3100a1b4,128,unexpected_action,8,8,0,6,75.0
architecture_2a343aec3100a1b4,256,action_antonym,8,8,0,6,75.0
architecture_2a343aec3100a1b4,256,action_count,8,8,0,3,37.5
architecture_2a343aec3100a1b4,256,action_localization,8,8,0,5,62.5
architecture_2a343aec3100a1b4,256,action_prediction,8,8,0,3,37.5
architecture_2a343aec3100a1b4,256,action_sequence,8,8,0,1,12.5
architecture_2a343aec3100a1b4,256,character_order,8,8,0,2,25.0
architecture_2a343aec3100a1b4,256,counterfactual_inference,8,8,0,1,12.5
architecture_2a343aec3100a1b4,256,egocentric_navigation,8,8,0,1,12.5
architecture_2a343aec3100a1b4,256,episodic_reasoning,8,8,0,0,0.0
architecture_2a343aec3100a1b4,256,fine_grained_action,8,8,0,3,37.5
architecture_2a343aec3100a1b4,256,fine_grained_pose,8,8,0,2,25.0
architecture_2a343aec3100a1b4,256,moving_attribute,8,8,0,6,75.0
architecture_2a343aec3100a1b4,256,moving_count,8,8,0,3,37.5
architecture_2a343aec3100a1b4,256,moving_direction,8,8,0,3,37.5
architecture_2a343aec3100a1b4,256,object_existence,8,8,0,2,25.0
architecture_2a343aec3100a1b4,256,object_interaction,8,8,0,4,50.0
architecture_2a343aec3100a1b4,256,object_shuffle,8,8,0,2,25.0
architecture_2a343aec3100a1b4,256,scene_transition,8,8,0,5,62.5
architecture_2a343aec3100a1b4,256,state_change,8,8,0,2,25.0
architecture_2a343aec3100a1b4,256,unexpected_action,8,8,0,6,75.0
architecture_2a343aec3100a1b4,64,action_antonym,8,8,0,6,75.0
architecture_2a343aec3100a1b4,64,action_count,8,8,0,3,37.5
architecture_2a343aec3100a1b4,64,action_localization,8,8,0,6,75.0
architecture_2a343aec3100a1b4,64,action_prediction,8,8,0,5,62.5
architecture_2a343aec3100a1b4,64,action_sequence,8,8,0,3,37.5
architecture_2a343aec3100a1b4,64,character_order,8,8,0,2,25.0
architecture_2a343aec3100a1b4,64,counterfactual_inference,8,8,0,1,12.5
architecture_2a343aec3100a1b4,64,egocentric_navigation,8,8,0,2,25.0
architecture_2a343aec3100a1b4,64,episodic_reasoning,8,8,0,0,0.0
architecture_2a343aec3100a1b4,64,fine_grained_action,8,8,0,2,25.0
architecture_2a343aec3100a1b4,64,fine_grained_pose,8,8,0,2,25.0
architecture_2a343aec3100a1b4,64,moving_attribute,8,8,0,6,75.0
architecture_2a343aec3100a1b4,64,moving_count,8,8,0,3,37.5
architecture_2a343aec3100a1b4,64,moving_direction,8,8,0,2,25.0
architecture_2a343aec3100a1b4,64,object_existence,8,8,0,3,37.5
architecture_2a343aec3100a1b4,64,object_interaction,8,8,0,4,50.0
architecture_2a343aec3100a1b4,64,object_shuffle,8,8,0,2,25.0
architecture_2a343aec3100a1b4,64,scene_transition,8,8,0,4,50.0
architecture_2a343aec3100a1b4,64,state_change,8,8,0,3,37.5
architecture_2a343aec3100a1b4,64,unexpected_action,8,8,0,6,75.0
architecture_60ef4164a42c59b3,128,action_antonym,8,8,0,2,25.0
architecture_60ef4164a42c59b3,128,action_count,8,8,0,0,0.0
architecture_60ef4164a42c59b3,128,action_localization,8,8,0,3,37.5
architecture_60ef4164a42c59b3,128,action_prediction,8,8,0,2,25.0
architecture_60ef4164a42c59b3,128,action_sequence,8,8,0,0,0.0
architecture_60ef4164a42c59b3,128,character_order,8,7,1,1,12.5
architecture_60ef4164a42c59b3,128,counterfactual_inference,8,8,0,1,12.5
architecture_60ef4164a42c59b3,128,egocentric_navigation,8,8,0,0,0.0
architecture_60ef4164a42c59b3,128,episodic_reasoning,8,8,0,0,0.0
architecture_60ef4164a42c59b3,128,fine_grained_action,8,8,0,0,0.0
architecture_60ef4164a42c59b3,128,fine_grained_pose,8,8,0,1,12.5
architecture_60ef4164a42c59b3,128,moving_attribute,8,8,0,6,75.0
architecture_60ef4164a42c59b3,128,moving_count,8,8,0,0,0.0
architecture_60ef4164a42c59b3,128,moving_direction,8,8,0,1,12.5
architecture_60ef4164a42c59b3,128,object_existence,8,8,0,1,12.5
architecture_60ef4164a42c59b3,128,object_interaction,8,8,0,2,25.0
architecture_60ef4164a42c59b3,128,object_shuffle,8,8,0,0,0.0
architecture_60ef4164a42c59b3,128,scene_transition,8,8,0,3,37.5
architecture_60ef4164a42c59b3,128,state_change,8,8,0,3,37.5
architecture_60ef4164a42c59b3,128,unexpected_action,8,8,0,0,0.0
architecture_60ef4164a42c59b3,256,action_antonym,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,action_count,8,7,1,0,0.0
architecture_60ef4164a42c59b3,256,action_localization,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,action_prediction,8,8,0,2,25.0
architecture_60ef4164a42c59b3,256,action_sequence,8,8,0,0,0.0
architecture_60ef4164a42c59b3,256,character_order,8,7,1,1,12.5
architecture_60ef4164a42c59b3,256,counterfactual_inference,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,egocentric_navigation,8,8,0,0,0.0
architecture_60ef4164a42c59b3,256,episodic_reasoning,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,fine_grained_action,8,8,0,2,25.0
architecture_60ef4164a42c59b3,256,fine_grained_pose,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,moving_attribute,8,8,0,5,62.5
architecture_60ef4164a42c59b3,256,moving_count,8,8,0,0,0.0
architecture_60ef4164a42c59b3,256,moving_direction,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,object_existence,8,8,0,2,25.0
architecture_60ef4164a42c59b3,256,object_interaction,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,object_shuffle,8,8,0,0,0.0
architecture_60ef4164a42c59b3,256,scene_transition,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,state_change,8,8,0,1,12.5
architecture_60ef4164a42c59b3,256,unexpected_action,8,8,0,1,12.5
architecture_60ef4164a42c59b3,64,action_antonym,8,8,0,1,12.5
architecture_60ef4164a42c59b3,64,action_count,8,5,3,1,12.5
architecture_60ef4164a42c59b3,64,action_localization,8,8,0,2,25.0
architecture_60ef4164a42c59b3,64,action_prediction,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,action_sequence,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,character_order,8,4,4,0,0.0
architecture_60ef4164a42c59b3,64,counterfactual_inference,8,8,0,1,12.5
architecture_60ef4164a42c59b3,64,egocentric_navigation,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,episodic_reasoning,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,fine_grained_action,8,8,0,2,25.0
architecture_60ef4164a42c59b3,64,fine_grained_pose,8,8,0,1,12.5
architecture_60ef4164a42c59b3,64,moving_attribute,8,8,0,6,75.0
architecture_60ef4164a42c59b3,64,moving_count,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,moving_direction,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,object_existence,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,object_interaction,8,8,0,1,12.5
architecture_60ef4164a42c59b3,64,object_shuffle,8,6,2,0,0.0
architecture_60ef4164a42c59b3,64,scene_transition,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,state_change,8,8,0,0,0.0
architecture_60ef4164a42c59b3,64,unexpected_action,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,128,action_antonym,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,128,action_count,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,128,action_localization,8,8,0,6,75.0
architecture_9f4b0f4244aaca1c,128,action_prediction,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,128,action_sequence,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,128,character_order,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,128,counterfactual_inference,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,128,egocentric_navigation,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,128,episodic_reasoning,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,128,fine_grained_action,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,128,fine_grained_pose,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,128,moving_attribute,8,8,0,7,87.5
architecture_9f4b0f4244aaca1c,128,moving_count,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,128,moving_direction,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,128,object_existence,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,128,object_interaction,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,128,object_shuffle,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,128,scene_transition,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,128,state_change,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,128,unexpected_action,8,8,0,7,87.5
architecture_9f4b0f4244aaca1c,256,action_antonym,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,256,action_count,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,256,action_localization,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,256,action_prediction,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,256,action_sequence,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,256,character_order,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,256,counterfactual_inference,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,256,egocentric_navigation,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,256,episodic_reasoning,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,256,fine_grained_action,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,256,fine_grained_pose,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,256,moving_attribute,8,8,0,6,75.0
architecture_9f4b0f4244aaca1c,256,moving_count,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,256,moving_direction,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,256,object_existence,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,256,object_interaction,8,8,0,6,75.0
architecture_9f4b0f4244aaca1c,256,object_shuffle,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,256,scene_transition,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,256,state_change,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,256,unexpected_action,8,8,0,6,75.0
architecture_9f4b0f4244aaca1c,512,action_antonym,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,512,action_count,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,512,action_localization,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,512,action_prediction,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,512,action_sequence,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,512,character_order,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,512,counterfactual_inference,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,512,egocentric_navigation,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,512,episodic_reasoning,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,512,fine_grained_action,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,512,fine_grained_pose,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,512,moving_attribute,8,8,0,7,87.5
architecture_9f4b0f4244aaca1c,512,moving_count,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,512,moving_direction,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,512,object_existence,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,512,object_interaction,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,512,object_shuffle,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,512,scene_transition,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,512,state_change,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,512,unexpected_action,8,8,0,6,75.0
architecture_9f4b0f4244aaca1c,64,action_antonym,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,64,action_count,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,64,action_localization,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,64,action_prediction,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,64,action_sequence,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,64,character_order,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,64,counterfactual_inference,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,64,egocentric_navigation,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,64,episodic_reasoning,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,64,fine_grained_action,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,64,fine_grained_pose,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,64,moving_attribute,8,8,0,7,87.5
architecture_9f4b0f4244aaca1c,64,moving_count,8,8,0,3,37.5
architecture_9f4b0f4244aaca1c,64,moving_direction,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,64,object_existence,8,8,0,4,50.0
architecture_9f4b0f4244aaca1c,64,object_interaction,8,8,0,6,75.0
architecture_9f4b0f4244aaca1c,64,object_shuffle,8,8,0,1,12.5
architecture_9f4b0f4244aaca1c,64,scene_transition,8,8,0,5,62.5
architecture_9f4b0f4244aaca1c,64,state_change,8,8,0,2,25.0
architecture_9f4b0f4244aaca1c,64,unexpected_action,8,8,0,5,62.5
architecture_abbb430e18472a62,128,action_antonym,8,8,0,3,37.5
architecture_abbb430e18472a62,128,action_count,8,2,6,0,0.0
architecture_abbb430e18472a62,128,action_localization,8,7,1,2,25.0
architecture_abbb430e18472a62,128,action_prediction,8,8,0,4,50.0
architecture_abbb430e18472a62,128,action_sequence,8,8,0,4,50.0
architecture_abbb430e18472a62,128,character_order,8,8,0,0,0.0
architecture_abbb430e18472a62,128,counterfactual_inference,8,8,0,3,37.5
architecture_abbb430e18472a62,128,egocentric_navigation,8,8,0,4,50.0
architecture_abbb430e18472a62,128,episodic_reasoning,8,8,0,0,0.0
architecture_abbb430e18472a62,128,fine_grained_action,8,8,0,3,37.5
architecture_abbb430e18472a62,128,fine_grained_pose,8,7,1,1,12.5
architecture_abbb430e18472a62,128,moving_attribute,8,8,0,4,50.0
architecture_abbb430e18472a62,128,moving_count,8,8,0,5,62.5
architecture_abbb430e18472a62,128,moving_direction,8,8,0,0,0.0
architecture_abbb430e18472a62,128,object_existence,8,8,0,2,25.0
architecture_abbb430e18472a62,128,object_interaction,8,8,0,5,62.5
architecture_abbb430e18472a62,128,object_shuffle,8,8,0,1,12.5
architecture_abbb430e18472a62,128,scene_transition,8,8,0,5,62.5
architecture_abbb430e18472a62,128,state_change,8,8,0,1,12.5
architecture_abbb430e18472a62,128,unexpected_action,8,5,3,3,37.5
architecture_abbb430e18472a62,256,action_antonym,8,8,0,3,37.5
architecture_abbb430e18472a62,256,action_count,8,3,5,0,0.0
architecture_abbb430e18472a62,256,action_localization,8,8,0,3,37.5
architecture_abbb430e18472a62,256,action_prediction,8,8,0,5,62.5
architecture_abbb430e18472a62,256,action_sequence,8,8,0,3,37.5
architecture_abbb430e18472a62,256,character_order,8,8,0,1,12.5
architecture_abbb430e18472a62,256,counterfactual_inference,8,8,0,1,12.5
architecture_abbb430e18472a62,256,egocentric_navigation,8,8,0,3,37.5
architecture_abbb430e18472a62,256,episodic_reasoning,8,8,0,0,0.0
architecture_abbb430e18472a62,256,fine_grained_action,8,8,0,3,37.5
architecture_abbb430e18472a62,256,fine_grained_pose,8,7,1,1,12.5
architecture_abbb430e18472a62,256,moving_attribute,8,8,0,5,62.5
architecture_abbb430e18472a62,256,moving_count,8,8,0,4,50.0
architecture_abbb430e18472a62,256,moving_direction,8,8,0,1,12.5
architecture_abbb430e18472a62,256,object_existence,8,8,0,2,25.0
architecture_abbb430e18472a62,256,object_interaction,8,8,0,5,62.5
architecture_abbb430e18472a62,256,object_shuffle,8,8,0,1,12.5
architecture_abbb430e18472a62,256,scene_transition,8,8,0,4,50.0
architecture_abbb430e18472a62,256,state_change,8,8,0,1,12.5
architecture_abbb430e18472a62,256,unexpected_action,8,7,1,2,25.0
architecture_abbb430e18472a62,64,action_antonym,8,4,4,1,12.5
architecture_abbb430e18472a62,64,action_count,8,1,7,0,0.0
architecture_abbb430e18472a62,64,action_localization,8,1,7,0,0.0
architecture_abbb430e18472a62,64,action_prediction,8,6,2,2,25.0
architecture_abbb430e18472a62,64,action_sequence,8,4,4,2,25.0
architecture_abbb430e18472a62,64,character_order,8,6,2,0,0.0
architecture_abbb430e18472a62,64,counterfactual_inference,8,8,0,1,12.5
architecture_abbb430e18472a62,64,egocentric_navigation,8,7,1,3,37.5
architecture_abbb430e18472a62,64,episodic_reasoning,8,6,2,0,0.0
architecture_abbb430e18472a62,64,fine_grained_action,8,6,2,2,25.0
architecture_abbb430e18472a62,64,fine_grained_pose,8,1,7,1,12.5
architecture_abbb430e18472a62,64,moving_attribute,8,8,0,5,62.5
architecture_abbb430e18472a62,64,moving_count,8,4,4,2,25.0
architecture_abbb430e18472a62,64,moving_direction,8,8,0,1,12.5
architecture_abbb430e18472a62,64,object_existence,8,8,0,2,25.0
architecture_abbb430e18472a62,64,object_interaction,8,5,3,3,37.5
architecture_abbb430e18472a62,64,object_shuffle,8,3,5,0,0.0
architecture_abbb430e18472a62,64,scene_transition,8,6,2,3,37.5
architecture_abbb430e18472a62,64,state_change,8,8,0,1,12.5
architecture_abbb430e18472a62,64,unexpected_action,8,1,7,0,0.0
architecture_f01974e675dc335b,128,action_antonym,8,8,0,7,87.5
architecture_f01974e675dc335b,128,action_count,8,6,2,1,12.5
architecture_f01974e675dc335b,128,action_localization,8,8,0,4,50.0
architecture_f01974e675dc335b,128,action_prediction,8,8,0,4,50.0
architecture_f01974e675dc335b,128,action_sequence,8,8,0,2,25.0
architecture_f01974e675dc335b,128,character_order,8,8,0,1,12.5
architecture_f01974e675dc335b,128,counterfactual_inference,8,8,0,1,12.5
architecture_f01974e675dc335b,128,egocentric_navigation,8,8,0,2,25.0
architecture_f01974e675dc335b,128,episodic_reasoning,8,5,3,1,12.5
architecture_f01974e675dc335b,128,fine_grained_action,8,8,0,2,25.0
architecture_f01974e675dc335b,128,fine_grained_pose,8,7,1,2,25.0
architecture_f01974e675dc335b,128,moving_attribute,8,8,0,5,62.5
architecture_f01974e675dc335b,128,moving_count,8,8,0,4,50.0
architecture_f01974e675dc335b,128,moving_direction,8,8,0,1,12.5
architecture_f01974e675dc335b,128,object_existence,8,8,0,3,37.5
architecture_f01974e675dc335b,128,object_interaction,8,8,0,4,50.0
architecture_f01974e675dc335b,128,object_shuffle,8,4,4,1,12.5
architecture_f01974e675dc335b,128,scene_transition,8,8,0,4,50.0
architecture_f01974e675dc335b,128,state_change,8,8,0,1,12.5
architecture_f01974e675dc335b,128,unexpected_action,8,7,1,2,25.0
architecture_f01974e675dc335b,256,action_antonym,8,8,0,5,62.5
architecture_f01974e675dc335b,256,action_count,8,8,0,2,25.0
architecture_f01974e675dc335b,256,action_localization,8,8,0,3,37.5
architecture_f01974e675dc335b,256,action_prediction,8,8,0,5,62.5
architecture_f01974e675dc335b,256,action_sequence,8,8,0,2,25.0
architecture_f01974e675dc335b,256,character_order,8,8,0,3,37.5
architecture_f01974e675dc335b,256,counterfactual_inference,8,8,0,1,12.5
architecture_f01974e675dc335b,256,egocentric_navigation,8,8,0,2,25.0
architecture_f01974e675dc335b,256,episodic_reasoning,8,8,0,1,12.5
architecture_f01974e675dc335b,256,fine_grained_action,8,8,0,4,50.0
architecture_f01974e675dc335b,256,fine_grained_pose,8,8,0,2,25.0
architecture_f01974e675dc335b,256,moving_attribute,8,8,0,5,62.5
architecture_f01974e675dc335b,256,moving_count,8,8,0,4,50.0
architecture_f01974e675dc335b,256,moving_direction,8,8,0,2,25.0
architecture_f01974e675dc335b,256,object_existence,8,8,0,4,50.0
architecture_f01974e675dc335b,256,object_interaction,8,8,0,3,37.5
architecture_f01974e675dc335b,256,object_shuffle,8,8,0,1,12.5
architecture_f01974e675dc335b,256,scene_transition,8,8,0,4,50.0
architecture_f01974e675dc335b,256,state_change,8,8,0,1,12.5
architecture_f01974e675dc335b,256,unexpected_action,8,8,0,3,37.5
architecture_f01974e675dc335b,64,action_antonym,8,8,0,6,75.0
architecture_f01974e675dc335b,64,action_count,8,3,5,1,12.5
architecture_f01974e675dc335b,64,action_localization,8,7,1,4,50.0
architecture_f01974e675dc335b,64,action_prediction,8,8,0,4,50.0
architecture_f01974e675dc335b,64,action_sequence,8,8,0,2,25.0
architecture_f01974e675dc335b,64,character_order,8,8,0,1,12.5
architecture_f01974e675dc335b,64,counterfactual_inference,8,8,0,1,12.5
architecture_f01974e675dc335b,64,egocentric_navigation,8,8,0,2,25.0
architecture_f01974e675dc335b,64,episodic_reasoning,8,5,3,1,12.5
architecture_f01974e675dc335b,64,fine_grained_action,8,7,1,3,37.5
architecture_f01974e675dc335b,64,fine_grained_pose,8,4,4,3,37.5
architecture_f01974e675dc335b,64,moving_attribute,8,8,0,5,62.5
architecture_f01974e675dc335b,64,moving_count,8,8,0,3,37.5
architecture_f01974e675dc335b,64,moving_direction,8,8,0,1,12.5
architecture_f01974e675dc335b,64,object_existence,8,8,0,4,50.0
architecture_f01974e675dc335b,64,object_interaction,8,8,0,4,50.0
architecture_f01974e675dc335b,64,object_shuffle,8,1,7,0,0.0
architecture_f01974e675dc335b,64,scene_transition,8,8,0,3,37.5
architecture_f01974e675dc335b,64,state_change,8,8,0,1,12.5
architecture_f01974e675dc335b,64,unexpected_action,8,7,1,2,25.0
